transaction_id,customer_id,merchant_id,amount,transaction_time,is_fraudulent,card_type,location,purchase_category,customer_age,transaction_description
2874,1069,2081,1031.48,01/01/2023 00:47,0,MasterCard,City-28,Restaurant,46,Purchase at Merchant-2081
2875,1095,2028,540.43,01/01/2023 00:47,0,Visa,City-35,Retail,34,Purchase at Merchant-2028
2876,1093,2064,8691.61,01/01/2023 00:47,0,Visa,City-15,Groceries,62,Purchase at Merchant-2064
2877,1005,2038,71850.71,01/01/2023 00:47,1,American Express,City-26,Groceries,55,Purchase at Merchant-2038
2878,1023,2091,96030.90,01/01/2023 00:47,1,American Express,City-10,Groceries,61,Purchase at Merchant-2091
2879,1054,2049,6457.75,01/01/2023 00:47,0,Discover,City-22,Restaurant,25,Purchase at Merchant-2049
2880,1023,2008,1763.73,01/01/2023 00:47,0,MasterCard,City-29,Restaurant,45,Purchase at Merchant-2008
2881,1005,2043,4577.1,01/01/2023 00:48,0,MasterCard,City-32,Gas Station,49,Purchase at Merchant-2043
2882,1051,2020,21580.53,01/01/2023 00:48,1,American Express,City-12,Retail,22,Purchase at Merchant-2020
2883,1064,2092,44340.55,01/01/2023 00:48,1,American Express,City-6,Online Shopping,45,Purchase at Merchant-2092
2884,1024,2027,71740.77,01/01/2023 00:48,1,American Express,City-2,Gas Station,38,Purchase at Merchant-2027
2885,1096,2094,21800.53,01/01/2023 00:48,1,American Express,City-45,Gas Station,45,Purchase at Merchant-2094
2886,1038,2029,5649.2,01/01/2023 00:48,0,American Express,City-33,Gas Station,48,Purchase at Merchant-2029
2887,1005,2090,5829.72,01/01/2023 00:48,0,MasterCard,City-32,Retail,21,Purchase at Merchant-2090
2888,1002,2095,1869.62,01/01/2023 00:48,0,MasterCard,City-12,Restaurant,61,Purchase at Merchant-2095
2889,1039,2007,83800.23,01/01/2023 00:48,1,American Express,City-30,Gas Station,54,Purchase at Merchant-2007
2890,1073,2100,302.37,01/01/2023 00:48,0,Visa,City-19,Online Shopping,51,Purchase at Merchant-2100
2891,1078,2023,18260.07,01/01/2023 00:48,1,Discover,City-8,Online Shopping,45,Purchase at Merchant-2023
2892,1014,2063,15600.36,01/01/2023 00:48,1,American Express,City-4,Groceries,45,Purchase at Merchant-2063
2893,1043,2094,9552.38,01/01/2023 00:48,0,MasterCard,City-24,Retail,49,Purchase at Merchant-2094
2894,1037,2051,90970.32,01/01/2023 00:48,1,Discover,City-38,Gas Station,69,Purchase at Merchant-2051
2895,1059,2039,21480.84,01/01/2023 00:48,1,American Express,City-6,Groceries,52,Purchase at Merchant-2039
2896,1083,2085,41250.28,01/01/2023 00:48,1,Discover,City-23,Online Shopping,52,Purchase at Merchant-2085
2897,1070,2021,17200.21,01/01/2023 00:48,1,Discover,City-48,Groceries,39,Purchase at Merchant-2021
2898,1068,2003,10170.09,01/01/2023 00:48,1,American Express,City-30,Groceries,25,Purchase at Merchant-2003
2899,1064,2071,42760.73,01/01/2023 00:48,1,American Express,City-37,Gas Station,64,Purchase at Merchant-2071
2900,1018,2051,3276.28,01/01/2023 00:48,0,Discover,City-33,Online Shopping,45,Purchase at Merchant-2051
2901,1065,2044,85400.14,01/01/2023 00:48,1,Discover,City-48,Gas Station,53,Purchase at Merchant-2044
2902,1060,2055,762.88,01/01/2023 00:48,0,American Express,City-48,Restaurant,29,Purchase at Merchant-2055
2903,1035,2087,30380.95,01/01/2023 00:48,1,American Express,City-6,Gas Station,19,Purchase at Merchant-2087
2904,1025,2061,55350.83,01/01/2023 00:48,1,American Express,City-24,Online Shopping,30,Purchase at Merchant-2061
2905,1015,2045,1447.29,01/01/2023 00:48,0,Visa,City-22,Restaurant,53,Purchase at Merchant-2045
2906,1043,2097,8968.1,01/01/2023 00:48,0,Discover,City-22,Retail,41,Purchase at Merchant-2097
2907,1021,2051,3257.77,01/01/2023 00:48,0,MasterCard,City-6,Retail,27,Purchase at Merchant-2051
2908,1094,2051,36430.29,01/01/2023 00:48,1,Discover,City-36,Online Shopping,59,Purchase at Merchant-2051
2909,1059,2010,96410.87,01/01/2023 00:48,1,Discover,City-20,Gas Station,51,Purchase at Merchant-2010
2910,1083,2068,78950.62,01/01/2023 00:48,1,American Express,City-38,Gas Station,41,Purchase at Merchant-2068
2911,1033,2094,85580.43,01/01/2023 00:48,1,Discover,City-23,Groceries,47,Purchase at Merchant-2094
2912,1092,2037,5406.23,01/01/2023 00:48,0,American Express,City-46,Restaurant,57,Purchase at Merchant-2037
2913,1024,2037,3208.83,01/01/2023 00:48,0,MasterCard,City-24,Groceries,37,Purchase at Merchant-2037
2914,1002,2090,93970.56,01/01/2023 00:48,1,American Express,City-11,Gas Station,69,Purchase at Merchant-2090
2915,1095,2025,26750.11,01/01/2023 00:48,1,American Express,City-40,Gas Station,21,Purchase at Merchant-2025
2916,1044,2090,1230.34,01/01/2023 00:48,0,MasterCard,City-28,Retail,22,Purchase at Merchant-2090
2917,1038,2071,72500.61,01/01/2023 00:48,1,American Express,City-17,Retail,39,Purchase at Merchant-2071
2918,1073,2051,4635.64,01/01/2023 00:48,0,MasterCard,City-16,Gas Station,36,Purchase at Merchant-2051
2919,1087,2013,74390.16,01/01/2023 00:48,1,Discover,City-41,Retail,62,Purchase at Merchant-2013
2920,1097,2017,4936.09,01/01/2023 00:48,0,Discover,City-21,Online Shopping,23,Purchase at Merchant-2017
2921,1025,2042,1624,01/01/2023 00:48,0,American Express,City-9,Restaurant,60,Purchase at Merchant-2042
2922,1023,2097,39360.89,01/01/2023 00:48,1,American Express,City-9,Groceries,41,Purchase at Merchant-2097
2923,1079,2075,24780.88,01/01/2023 00:48,1,American Express,City-7,Online Shopping,19,Purchase at Merchant-2075
2924,1082,2007,205.41,01/01/2023 00:48,0,MasterCard,City-31,Restaurant,43,Purchase at Merchant-2007
2925,1052,2091,3332.92,01/01/2023 00:48,0,Visa,City-13,Online Shopping,50,Purchase at Merchant-2091
2926,1055,2039,86550.68,01/01/2023 00:48,1,American Express,City-9,Retail,68,Purchase at Merchant-2039
2927,1066,2059,57800.31,01/01/2023 00:48,1,American Express,City-36,Online Shopping,55,Purchase at Merchant-2059
2928,1042,2084,95310.24,01/01/2023 00:48,1,American Express,City-20,Gas Station,53,Purchase at Merchant-2084
2929,1012,2021,49860.19,01/01/2023 00:48,1,American Express,City-10,Online Shopping,39,Purchase at Merchant-2021
2930,1052,2074,71570.75,01/01/2023 00:48,1,American Express,City-17,Gas Station,23,Purchase at Merchant-2074
2931,1086,2018,11730.62,01/01/2023 00:48,1,Discover,City-50,Online Shopping,24,Purchase at Merchant-2018
2932,1013,2057,89330.79,01/01/2023 00:48,1,American Express,City-34,Gas Station,52,Purchase at Merchant-2057
2933,1024,2090,60400.04,01/01/2023 00:48,1,American Express,City-31,Gas Station,53,Purchase at Merchant-2090
2934,1018,2062,84800.96,01/01/2023 00:48,1,American Express,City-42,Online Shopping,59,Purchase at Merchant-2062
2935,1062,2038,5826.84,01/01/2023 00:48,0,MasterCard,City-43,Online Shopping,23,Purchase at Merchant-2038
2936,1042,2019,360.85,01/01/2023 00:48,1,Discover,City-11,Gas Station,23,Purchase at Merchant-2019
2937,1032,2027,5714.72,01/01/2023 00:48,0,MasterCard,City-37,Travel,42,Purchase at Merchant-2027
2938,1001,2028,44070.02,01/01/2023 00:48,1,American Express,City-35,Retail,61,Purchase at Merchant-2028
2939,1034,2096,16290.27,01/01/2023 00:48,1,American Express,City-4,Groceries,68,Purchase at Merchant-2096
2940,1050,2026,33170.79,01/01/2023 00:48,1,American Express,City-43,Gas Station,67,Purchase at Merchant-2026
2941,1031,2095,66700.54,01/01/2023 00:49,1,American Express,City-11,Retail,49,Purchase at Merchant-2095
2942,1058,2084,5963,01/01/2023 00:49,0,American Express,City-2,Restaurant,52,Purchase at Merchant-2084
2943,1097,2002,75990.86,01/01/2023 00:49,1,Discover,City-10,Gas Station,49,Purchase at Merchant-2002
2944,1035,2047,9107.53,01/01/2023 00:49,0,American Express,City-40,Groceries,30,Purchase at Merchant-2047
2945,1043,2093,71900.46,01/01/2023 00:49,1,Discover,City-5,Gas Station,35,Purchase at Merchant-2093
2946,1039,2074,21500.23,01/01/2023 00:49,1,American Express,City-42,Gas Station,50,Purchase at Merchant-2074
2947,1075,2014,70820.11,01/01/2023 00:49,1,American Express,City-30,Gas Station,21,Purchase at Merchant-2014
2948,1093,2087,8176.83,01/01/2023 00:49,0,Discover,City-12,Online Shopping,53,Purchase at Merchant-2087
2949,1074,2019,13910.37,01/01/2023 00:49,1,American Express,City-25,Gas Station,67,Purchase at Merchant-2019
2950,1002,2049,95120.85,01/01/2023 00:49,1,Discover,City-21,Gas Station,38,Purchase at Merchant-2049
2951,1034,2055,9458.58,01/01/2023 00:49,0,Discover,City-50,Retail,25,Purchase at Merchant-2055
2952,1084,2087,5194.26,01/01/2023 00:49,0,Visa,City-7,Travel,62,Purchase at Merchant-2087
2953,1047,2022,1315.38,01/01/2023 00:49,0,American Express,City-42,Restaurant,34,Purchase at Merchant-2022
2954,1089,2008,2900.50,01/01/2023 00:49,1,American Express,City-42,Groceries,57,Purchase at Merchant-2008
2955,1031,2013,6755.45,01/01/2023 00:49,0,Discover,City-16,Restaurant,43,Purchase at Merchant-2013
2956,1008,2046,97210.13,01/01/2023 00:49,1,Discover,City-47,Retail,44,Purchase at Merchant-2046
2957,1086,2061,13550.82,01/01/2023 00:49,1,American Express,City-17,Gas Station,46,Purchase at Merchant-2061
2958,1016,2023,3649.43,01/01/2023 00:49,0,American Express,City-10,Retail,41,Purchase at Merchant-2023
2959,1060,2007,72940.74,01/01/2023 00:49,1,American Express,City-3,Gas Station,47,Purchase at Merchant-2007
2960,1040,2016,7263.83,01/01/2023 00:49,0,Discover,City-20,Restaurant,60,Purchase at Merchant-2016
2961,1021,2066,5520.36,01/01/2023 00:49,1,American Express,City-41,Groceries,24,Purchase at Merchant-2066
2962,1052,2084,1892.52,01/01/2023 00:49,0,Discover,City-22,Restaurant,62,Purchase at Merchant-2084
2963,1088,2044,3860.19,01/01/2023 00:49,1,Discover,City-32,Gas Station,42,Purchase at Merchant-2044
2964,1065,2076,4540.21,01/01/2023 00:49,1,American Express,City-34,Retail,54,Purchase at Merchant-2076
2965,1091,2056,76120.36,01/01/2023 00:49,1,Discover,City-49,Gas Station,38,Purchase at Merchant-2056
2966,1099,2020,4894.56,01/01/2023 00:49,0,Visa,City-8,Restaurant,36,Purchase at Merchant-2020
2967,1040,2081,8110.22,01/01/2023 00:49,0,Visa,City-16,Retail,19,Purchase at Merchant-2081
2968,1089,2093,6863.29,01/01/2023 00:49,0,MasterCard,City-7,Online Shopping,26,Purchase at Merchant-2093
2969,1016,2052,4661.36,01/01/2023 00:49,0,American Express,City-19,Groceries,30,Purchase at Merchant-2052
2970,1082,2032,5039.57,01/01/2023 00:49,0,Visa,City-24,Gas Station,24,Purchase at Merchant-2032
2971,1038,2005,86370.59,01/01/2023 00:49,1,American Express,City-49,Groceries,68,Purchase at Merchant-2005
2972,1048,2016,43890.32,01/01/2023 00:49,1,Discover,City-25,Gas Station,30,Purchase at Merchant-2016
2973,1079,2031,68390.14,01/01/2023 00:49,1,American Express,City-9,Gas Station,66,Purchase at Merchant-2031
2974,1029,2051,69360.26,01/01/2023 00:49,1,Discover,City-47,Gas Station,64,Purchase at Merchant-2051
2975,1029,2063,7223.22,01/01/2023 00:49,0,Visa,City-24,Travel,36,Purchase at Merchant-2063
2976,1018,2039,87860.37,01/01/2023 00:49,1,American Express,City-15,Gas Station,29,Purchase at Merchant-2039
2977,1062,2089,66760.81,01/01/2023 00:49,1,American Express,City-4,Online Shopping,61,Purchase at Merchant-2089
2978,1020,2077,3580.07,01/01/2023 00:49,0,American Express,City-14,Restaurant,42,Purchase at Merchant-2077
2979,1059,2023,2375.59,01/01/2023 00:49,0,Visa,City-4,Retail,53,Purchase at Merchant-2023
2980,1096,2084,53540.55,01/01/2023 00:49,1,Discover,City-9,Groceries,30,Purchase at Merchant-2084
2981,1078,2096,92430.78,01/01/2023 00:49,1,American Express,City-18,Groceries,57,Purchase at Merchant-2096
2982,1048,2049,7988.93,01/01/2023 00:49,0,Discover,City-5,Online Shopping,59,Purchase at Merchant-2049
2983,1054,2100,9226.25,01/01/2023 00:49,0,American Express,City-15,Retail,67,Purchase at Merchant-2100
2984,1090,2089,79050.46,01/01/2023 00:49,1,American Express,City-2,Retail,60,Purchase at Merchant-2089
2985,1071,2086,81370.97,01/01/2023 00:49,1,American Express,City-1,Retail,42,Purchase at Merchant-2086
2986,1061,2085,4130.97,01/01/2023 00:49,1,Discover,City-8,Gas Station,55,Purchase at Merchant-2085
2987,1097,2012,1830.20,01/01/2023 00:49,1,American Express,City-8,Gas Station,57,Purchase at Merchant-2012
2988,1069,2100,97800.12,01/01/2023 00:49,1,American Express,City-14,Gas Station,40,Purchase at Merchant-2100
2989,1086,2060,23700.51,01/01/2023 00:49,1,Discover,City-5,Gas Station,47,Purchase at Merchant-2060
2990,1028,2084,3884.63,01/01/2023 00:49,0,Discover,City-19,Retail,24,Purchase at Merchant-2084
2991,1098,2049,829.28,01/01/2023 00:49,0,Visa,City-28,Groceries,32,Purchase at Merchant-2049
2992,1032,2036,57300.93,01/01/2023 00:49,1,Discover,City-20,Online Shopping,70,Purchase at Merchant-2036
2993,1088,2081,79440.54,01/01/2023 00:49,1,American Express,City-20,Gas Station,58,Purchase at Merchant-2081
2994,1097,2084,32140.13,01/01/2023 00:49,1,Discover,City-12,Groceries,58,Purchase at Merchant-2084
2995,1077,2057,46070.55,01/01/2023 00:49,1,American Express,City-6,Gas Station,57,Purchase at Merchant-2057
2996,1011,2048,3475.41,01/01/2023 00:49,0,Discover,City-19,Restaurant,70,Purchase at Merchant-2048
2997,1068,2002,87190.53,01/01/2023 00:49,1,American Express,City-16,Online Shopping,40,Purchase at Merchant-2002
2998,1058,2016,95410.40,01/01/2023 00:49,1,American Express,City-30,Gas Station,47,Purchase at Merchant-2016
2999,1068,2015,87210.35,01/01/2023 00:49,1,Discover,City-42,Retail,19,Purchase at Merchant-2015
3000,1091,2011,57090.46,01/01/2023 00:49,1,American Express,City-31,Gas Station,20,Purchase at Merchant-2011
3001,1047,2016,9286.09,01/01/2023 00:50,0,American Express,City-33,Gas Station,24,Purchase at Merchant-2016
3002,1010,2063,9440.76,01/01/2023 00:50,1,American Express,City-44,Gas Station,45,Purchase at Merchant-2063
3003,1073,2083,7791.66,01/01/2023 00:50,0,Visa,City-44,Retail,53,Purchase at Merchant-2083
3004,1015,2086,6432.69,01/01/2023 00:50,0,Visa,City-2,Gas Station,36,Purchase at Merchant-2086
3005,1008,2066,1683.13,01/01/2023 00:50,0,American Express,City-24,Groceries,40,Purchase at Merchant-2066
3006,1071,2029,92690.35,01/01/2023 00:50,1,American Express,City-22,Gas Station,22,Purchase at Merchant-2029
3007,1065,2003,94180.86,01/01/2023 00:50,1,Discover,City-43,Retail,58,Purchase at Merchant-2003
3008,1026,2076,74950.29,01/01/2023 00:50,1,Discover,City-40,Gas Station,27,Purchase at Merchant-2076
3009,1074,2074,6643.44,01/01/2023 00:50,0,Discover,City-9,Retail,28,Purchase at Merchant-2074
3010,1069,2074,9330.83,01/01/2023 00:50,1,American Express,City-48,Gas Station,64,Purchase at Merchant-2074
3011,1020,2062,19960.41,01/01/2023 00:50,1,American Express,City-9,Retail,35,Purchase at Merchant-2062
3012,1022,2036,27790.07,01/01/2023 00:50,1,Discover,City-31,Online Shopping,58,Purchase at Merchant-2036
3013,1042,2089,86790.89,01/01/2023 00:50,1,American Express,City-31,Groceries,21,Purchase at Merchant-2089
3014,1067,2096,51180.70,01/01/2023 00:50,1,Discover,City-2,Groceries,29,Purchase at Merchant-2096
3015,1057,2013,576.32,01/01/2023 00:50,0,MasterCard,City-43,Gas Station,32,Purchase at Merchant-2013
3016,1015,2076,82340.26,01/01/2023 00:50,1,American Express,City-9,Gas Station,51,Purchase at Merchant-2076
3017,1088,2024,91170.43,01/01/2023 00:50,1,American Express,City-28,Gas Station,66,Purchase at Merchant-2024
3018,1027,2050,5769.73,01/01/2023 00:50,0,Visa,City-4,Groceries,46,Purchase at Merchant-2050
3019,1092,2062,9921.86,01/01/2023 00:50,0,MasterCard,City-48,Travel,69,Purchase at Merchant-2062
3020,1075,2083,8350.65,01/01/2023 00:50,1,Discover,City-20,Groceries,52,Purchase at Merchant-2083
3021,1063,2090,6870.87,01/01/2023 00:50,0,American Express,City-37,Online Shopping,57,Purchase at Merchant-2090
3022,1012,2056,5003.65,01/01/2023 00:50,0,MasterCard,City-30,Groceries,61,Purchase at Merchant-2056
3023,1066,2039,60900.89,01/01/2023 00:50,1,American Express,City-26,Gas Station,30,Purchase at Merchant-2039
3024,1058,2074,1160.55,01/01/2023 00:50,0,Visa,City-40,Gas Station,20,Purchase at Merchant-2074
3025,1008,2017,3984.22,01/01/2023 00:50,0,Discover,City-42,Groceries,30,Purchase at Merchant-2017
3026,1059,2013,6336.57,01/01/2023 00:50,0,Visa,City-31,Groceries,52,Purchase at Merchant-2013
3027,1017,2042,73200.24,01/01/2023 00:50,1,American Express,City-40,Gas Station,25,Purchase at Merchant-2042
3028,1066,2009,11640.44,01/01/2023 00:50,1,American Express,City-38,Online Shopping,36,Purchase at Merchant-2009
3029,1054,2092,1582.47,01/01/2023 00:50,0,American Express,City-48,Restaurant,64,Purchase at Merchant-2092
3030,1059,2069,86680.64,01/01/2023 00:50,1,American Express,City-34,Online Shopping,47,Purchase at Merchant-2069
3031,1073,2024,9240.64,01/01/2023 00:50,0,American Express,City-29,Travel,43,Purchase at Merchant-2024
3032,1008,2052,96010.54,01/01/2023 00:50,1,American Express,City-45,Retail,70,Purchase at Merchant-2052
3033,1072,2090,4107.01,01/01/2023 00:50,0,Discover,City-12,Retail,21,Purchase at Merchant-2090
3034,1060,2003,75290.07,01/01/2023 00:50,1,American Express,City-23,Gas Station,35,Purchase at Merchant-2003
3035,1087,2051,14040.95,01/01/2023 00:50,1,American Express,City-26,Gas Station,18,Purchase at Merchant-2051
3036,1040,2072,11600.51,01/01/2023 00:50,1,American Express,City-43,Groceries,54,Purchase at Merchant-2072
3037,1093,2069,7716.06,01/01/2023 00:50,0,MasterCard,City-38,Travel,43,Purchase at Merchant-2069
3038,1003,2068,67370.64,01/01/2023 00:50,1,Discover,City-28,Gas Station,62,Purchase at Merchant-2068
3039,1051,2063,11680.18,01/01/2023 00:50,1,Discover,City-42,Gas Station,29,Purchase at Merchant-2063
3040,1033,2009,38310.99,01/01/2023 00:50,1,American Express,City-50,Gas Station,65,Purchase at Merchant-2009
3041,1001,2067,1054.01,01/01/2023 00:50,0,Visa,City-20,Retail,45,Purchase at Merchant-2067
3042,1096,2075,91330.72,01/01/2023 00:50,1,American Express,City-5,Groceries,27,Purchase at Merchant-2075
3043,1028,2069,428.09,01/01/2023 00:50,0,American Express,City-5,Gas Station,54,Purchase at Merchant-2069
3044,1075,2092,61780.90,01/01/2023 00:50,1,Discover,City-14,Gas Station,28,Purchase at Merchant-2092
3045,1010,2084,3280.85,01/01/2023 00:50,1,Discover,City-23,Groceries,27,Purchase at Merchant-2084
3046,1006,2016,13680.51,01/01/2023 00:50,1,American Express,City-1,Retail,40,Purchase at Merchant-2016
3047,1055,2097,3435.96,01/01/2023 00:50,0,Discover,City-29,Retail,67,Purchase at Merchant-2097
3048,1045,2097,7428.37,01/01/2023 00:50,0,Visa,City-45,Online Shopping,54,Purchase at Merchant-2097
3049,1090,2027,52960.26,01/01/2023 00:50,1,Discover,City-28,Groceries,68,Purchase at Merchant-2027
3050,1009,2085,43810.99,01/01/2023 00:50,1,American Express,City-19,Groceries,63,Purchase at Merchant-2085
3051,1070,2016,24940.25,01/01/2023 00:50,1,American Express,City-40,Gas Station,40,Purchase at Merchant-2016
3052,1008,2024,92550.58,01/01/2023 00:50,1,American Express,City-40,Retail,30,Purchase at Merchant-2024
3053,1009,2077,7470.26,01/01/2023 00:50,0,American Express,City-25,Gas Station,46,Purchase at Merchant-2077
3054,1061,2089,2148.75,01/01/2023 00:50,0,American Express,City-29,Groceries,45,Purchase at Merchant-2089
3055,1005,2024,29430.19,01/01/2023 00:50,1,American Express,City-11,Gas Station,28,Purchase at Merchant-2024
3056,1037,2001,1932.52,01/01/2023 00:50,0,Visa,City-45,Gas Station,25,Purchase at Merchant-2001
3057,1053,2072,3809.03,01/01/2023 00:50,0,Visa,City-29,Groceries,18,Purchase at Merchant-2072
3058,1024,2058,20910.94,01/01/2023 00:50,1,American Express,City-46,Gas Station,64,Purchase at Merchant-2058
3059,1099,2041,143.96,01/01/2023 00:50,0,Visa,City-26,Restaurant,54,Purchase at Merchant-2041
3060,1018,2016,1796.59,01/01/2023 00:50,0,Discover,City-13,Retail,53,Purchase at Merchant-2016
3061,1099,2006,6509.76,01/01/2023 00:51,0,American Express,City-14,Online Shopping,41,Purchase at Merchant-2006
3062,1083,2017,66540.79,01/01/2023 00:51,1,Discover,City-37,Online Shopping,30,Purchase at Merchant-2017
3063,1094,2074,30210.64,01/01/2023 00:51,1,American Express,City-27,Gas Station,29,Purchase at Merchant-2074
3064,1083,2027,5214.72,01/01/2023 00:51,0,MasterCard,City-33,Retail,63,Purchase at Merchant-2027
3065,1054,2084,1504.82,01/01/2023 00:51,0,MasterCard,City-2,Online Shopping,46,Purchase at Merchant-2084
3066,1048,2021,7852.16,01/01/2023 00:51,0,Visa,City-3,Online Shopping,26,Purchase at Merchant-2021
3067,1049,2012,17690.61,01/01/2023 00:51,1,American Express,City-29,Online Shopping,46,Purchase at Merchant-2012
3068,1058,2072,910.1,01/01/2023 00:51,0,Discover,City-8,Retail,69,Purchase at Merchant-2072
3069,1049,2033,2360.87,01/01/2023 00:51,1,American Express,City-7,Gas Station,26,Purchase at Merchant-2033
3070,1049,2097,55880.28,01/01/2023 00:51,1,American Express,City-40,Gas Station,69,Purchase at Merchant-2097
3071,1011,2005,39530.89,01/01/2023 00:51,1,Discover,City-19,Gas Station,20,Purchase at Merchant-2005
3072,1088,2011,5252.92,01/01/2023 00:51,0,Discover,City-32,Online Shopping,45,Purchase at Merchant-2011
3073,1085,2016,92200.07,01/01/2023 00:51,1,American Express,City-21,Retail,43,Purchase at Merchant-2016
3074,1070,2065,85990.84,01/01/2023 00:51,1,Discover,City-4,Online Shopping,47,Purchase at Merchant-2065
3075,1018,2039,5768.53,01/01/2023 00:51,0,MasterCard,City-43,Gas Station,41,Purchase at Merchant-2039
3076,1084,2047,32730.13,01/01/2023 00:51,1,American Express,City-50,Retail,35,Purchase at Merchant-2047
3077,1045,2070,13550.00,01/01/2023 00:51,1,American Express,City-23,Retail,55,Purchase at Merchant-2070
3078,1016,2022,5967.27,01/01/2023 00:51,0,American Express,City-41,Online Shopping,59,Purchase at Merchant-2022
3079,1023,2055,37620.01,01/01/2023 00:51,1,American Express,City-12,Groceries,18,Purchase at Merchant-2055
3080,1069,2085,180.98,01/01/2023 00:51,0,Discover,City-9,Gas Station,41,Purchase at Merchant-2085
3081,1051,2001,8234.15,01/01/2023 00:51,0,MasterCard,City-3,Groceries,54,Purchase at Merchant-2001
3082,1068,2032,19440.60,01/01/2023 00:51,1,American Express,City-7,Groceries,49,Purchase at Merchant-2032
3083,1017,2039,8470.26,01/01/2023 00:51,0,American Express,City-5,Groceries,31,Purchase at Merchant-2039
3084,1094,2006,99450.73,01/01/2023 00:51,1,Discover,City-10,Gas Station,19,Purchase at Merchant-2006
3085,1029,2067,35060.25,01/01/2023 00:51,1,American Express,City-31,Gas Station,33,Purchase at Merchant-2067
3086,1001,2038,38110.15,01/01/2023 00:51,1,American Express,City-1,Gas Station,47,Purchase at Merchant-2038
3087,1097,2085,7911.85,01/01/2023 00:51,0,Visa,City-47,Retail,38,Purchase at Merchant-2085
3088,1003,2069,81060.54,01/01/2023 00:51,1,Discover,City-19,Groceries,60,Purchase at Merchant-2069
3089,1039,2057,7362.47,01/01/2023 00:51,0,MasterCard,City-10,Travel,33,Purchase at Merchant-2057
3090,1060,2018,220.35,01/01/2023 00:51,1,Discover,City-9,Groceries,48,Purchase at Merchant-2018
3091,1087,2074,93070.70,01/01/2023 00:51,1,Discover,City-45,Gas Station,67,Purchase at Merchant-2074
3092,1093,2063,7159.58,01/01/2023 00:51,0,American Express,City-24,Groceries,34,Purchase at Merchant-2063
3093,1070,2089,56930.01,01/01/2023 00:51,1,American Express,City-37,Retail,41,Purchase at Merchant-2089
3094,1055,2041,34580.94,01/01/2023 00:51,1,Discover,City-47,Gas Station,68,Purchase at Merchant-2041
3095,1069,2067,77940.40,01/01/2023 00:51,1,American Express,City-15,Groceries,70,Purchase at Merchant-2067
3096,1049,2046,5838.75,01/01/2023 00:51,0,Discover,City-16,Restaurant,62,Purchase at Merchant-2046
3097,1030,2078,82360.70,01/01/2023 00:51,1,American Express,City-42,Online Shopping,21,Purchase at Merchant-2078
3098,1032,2069,7765.87,01/01/2023 00:51,0,Discover,City-46,Groceries,50,Purchase at Merchant-2069
3099,1059,2066,22960.34,01/01/2023 00:51,1,American Express,City-9,Gas Station,67,Purchase at Merchant-2066
3100,1045,2027,4542.81,01/01/2023 00:51,0,Visa,City-14,Gas Station,63,Purchase at Merchant-2027
3101,1020,2089,1427.37,01/01/2023 00:51,0,American Express,City-49,Online Shopping,51,Purchase at Merchant-2089
3102,1036,2013,1915.66,01/01/2023 00:51,0,MasterCard,City-36,Travel,31,Purchase at Merchant-2013
3103,1025,2085,93520.34,01/01/2023 00:51,1,American Express,City-6,Groceries,18,Purchase at Merchant-2085
3104,1093,2006,5501.45,01/01/2023 00:51,0,American Express,City-20,Travel,63,Purchase at Merchant-2006
3105,1098,2031,5401,01/01/2023 00:51,0,Visa,City-15,Restaurant,43,Purchase at Merchant-2031
3106,1015,2005,3879.81,01/01/2023 00:51,0,Discover,City-14,Restaurant,53,Purchase at Merchant-2005
3107,1005,2025,76280.10,01/01/2023 00:51,1,Discover,City-8,Gas Station,70,Purchase at Merchant-2025
3108,1085,2019,1312.03,01/01/2023 00:51,0,Discover,City-27,Travel,26,Purchase at Merchant-2019
3109,1054,2039,8464.96,01/01/2023 00:51,0,Visa,City-5,Retail,54,Purchase at Merchant-2039
3110,1079,2028,2600.98,01/01/2023 00:51,0,American Express,City-28,Restaurant,34,Purchase at Merchant-2028
3111,1099,2018,758.74,01/01/2023 00:51,0,MasterCard,City-26,Travel,51,Purchase at Merchant-2018
3112,1003,2078,74290.03,01/01/2023 00:51,1,Discover,City-48,Gas Station,25,Purchase at Merchant-2078
3113,1031,2071,1570.14,01/01/2023 00:51,0,Visa,City-40,Retail,46,Purchase at Merchant-2071
3114,1027,2028,1417.05,01/01/2023 00:51,0,Visa,City-43,Gas Station,21,Purchase at Merchant-2028
3115,1009,2076,48230.71,01/01/2023 00:51,1,Discover,City-31,Gas Station,35,Purchase at Merchant-2076
3116,1013,2046,5470.62,01/01/2023 00:51,1,American Express,City-20,Retail,55,Purchase at Merchant-2046
3117,1077,2036,1239.9,01/01/2023 00:51,0,MasterCard,City-44,Restaurant,62,Purchase at Merchant-2036
3118,1005,2017,61460.37,01/01/2023 00:51,1,American Express,City-20,Online Shopping,44,Purchase at Merchant-2017
3119,1058,2094,47980.31,01/01/2023 00:51,1,American Express,City-27,Gas Station,49,Purchase at Merchant-2094
3120,1077,2080,5579.71,01/01/2023 00:51,0,Visa,City-38,Online Shopping,27,Purchase at Merchant-2080
3121,1087,2055,27860.53,01/01/2023 00:52,1,American Express,City-32,Retail,55,Purchase at Merchant-2055
3122,1091,2010,16710.85,01/01/2023 00:52,1,American Express,City-3,Online Shopping,37,Purchase at Merchant-2010
3123,1007,2071,6198.05,01/01/2023 00:52,0,Discover,City-32,Gas Station,26,Purchase at Merchant-2071
